event_id,meeting_id,quality_label,peak_second,onset_second,offset_second,temporal_position,timing_bin,joint_corroborated,peak_entropy,combined_delta,z_delta_entropy,z_delta_pct_det,peak_pct_det,peak_rmse,meeting_duration_seconds,window_start_second,window_end_second,segment_n_turns,trigger_type,trigger_subtype,smm_dimension,confidence,content_summary,justification,classifier,reclassified
evt_038,2024.11.11startup_b,include,404,401,409,0.0726880172724001,early,False,1.9641056946725457,0.119479571854217,0.1173165764569001,0.1216425672515339,92.24817735456034,0.1216096992961971,5558.0,224,584,70,cognitive_perturbation,CP_divergence,smm_strategy,conf_medium,"Speaker 2 abruptly redirects the group from an unstructured, multi-threaded conversation about field visits and partner interactions to a structured scorecard review, prompting immediate negotiation among Speakers 1, 3, and 4 about how to count and categorize embarcados (onboarded partners), with competing figures and definitions surfacing simultaneously.","The peak entropy at t=404s occurs precisely at the collision of two communicative registers: Speaker 2 is driving a formal scorecard review ('número de workshops embarcados... dois'), while Speakers 1, 3, and 4 are simultaneously debating whether the criteria for 'embarcado' have been met ('quando o cara trouxesse uma demanda então é um'), disputing counts ('a gente está com 8 desmanches abordados' vs. 'acho que são quatro'), and Speaker 1 is still pulling toward the prior narrative thread ('Não vamos deixar vamos nos perder'). This is not a simple procedural pivot — the team lacks a shared definition of what counts as an onboarded partner, producing genuine CP_divergence: competing interpretations of the same metric are being asserted simultaneously by different speakers, directly challenging the validity of the scorecard numbers. Before this moment, the team was sharing field anecdotes with an implicit shared frame; after, that frame is disrupted by the realization that their tracking categories are ambiguous and contested.",full_run,True
evt_039,2024.11.11startup_b,include,686,677,706,0.1234256926952141,early,False,1.994578053368883,0.2784711972084452,0.1883059117997629,0.3686364826171275,97.58314397851684,0.7604735192337034,5558.0,506,866,46,cognitive_perturbation,CP_invalidation,smm_constraints,conf_high,"Speaker 1 raises the question of whether the 48 traceable parts list applies to electric/hybrid vehicles, prompting Speaker 4 and Speaker 2 to clarify that the standard list covers combustion vehicles and no specific list exists for electric hybrids, forcing the team to reconsider how to handle parts classification for their core business domain.","Around the peak second (t=686-856), the team is reviewing their scorecard and traceable parts research when Speaker 1 asks about the 48-part list, and Speaker 4 corrects a potential misunderstanding by clarifying those 48 parts are for combustion vehicles, not electric/hybrid. Speaker 2 then confirms there is no specific standard list for electric vehicles — only a universal list covering all vehicle types. This directly challenges the team's prior assumption that a ready-made regulatory framework for traceable EV parts existed, which was a foundational premise for their business model around electric vehicle dismantling. Before this exchange, the team seemed to assume the traceable parts framework would map onto EVs; after, they recognize a regulatory gap and begin improvising a workaround (marking inapplicable items in red, building a speculative list). This constitutes a CP_invalidation because a concrete operational assumption — that the Detran traceable parts list would cover EVs — is contradicted by the research findings Speaker 2 reports.",full_run,True
evt_040,2024.11.11startup_b,include,1223,1220,1228,0.2200431810003598,early,False,1.967572297254217,0.2503658176549187,0.1015870770937961,0.3991445582160413,96.60033726812816,0.4964392162446312,5558.0,1043,1403,51,cognitive_perturbation,CP_divergence,smm_task,conf_high,"Around t=1191–1234s, the team debates whether the task 'investigar como funciona o desmanche das seguradoras' should be split into two separate tasks or kept as one, with Speaker 3 arguing it covers two distinct sub-goals (existence vs. functioning of insurer dismantlers), while Speakers 2 and 4 push to keep it unified, ultimately resolving to maintain the original single task label.","The entropy spike is explained by a genuine CP_divergence: the team holds competing interpretations of what the task 'investigar como funciona' means and whether it should be decomposed. Speaker 3 explicitly states 'eu vejo como duas assim' — distinguishing between discovering whether an insurer has a dismantler and understanding how it operates — while Speaker 2 argues it is 'a mesma coisa' and Speaker 4 notes the investigation was never truly completed. Before this exchange, the shared understanding was that the task was a single unified investigation; after the debate, the team consciously decides to keep it as one task but reframes its scope to include the upcoming in-person visit, with Speaker 1 reinforcing an open-minded discovery orientation. This is not mere elaboration — the team's mental model of task boundaries and completion status is actively contested and then renegotiated, producing the high communicative entropy observed at this peak second.",full_run,True
evt_041,2024.11.11startup_b,include,1571,1565,1587,0.2826556315221302,early,False,1.9820809892894808,0.6022383075122122,0.176657984053832,1.0278186309705923,94.0347071583514,0.9006519013993354,5558.0,1391,1751,62,cognitive_perturbation,CP_invalidation,smm_constraints,conf_high,"Around t=1528–1634s, the team reveals that a partner project ('Tesouro') has been discontinued or restructured — the team was disbanded, members reallocated to different areas, and the project name reportedly banned. Speaker 1 learns this for the first time, triggering speculation about what happened and why, with competing interpretations offered by Speakers 2, 3, and 4 about whether it was a strategic pivot, cost-cutting, or internal conflict.","This moment constitutes a cognitive perturbation because the team's shared understanding of a key external partner relationship is disrupted. Speaker 1 explicitly states 'Não não estou sabendo de nada' and later 'Nossa então deve ter dado alguma confusão bem grande lá com eles,' confirming the information is new and surprising. The team had presumably assumed this partner project was ongoing and potentially relevant to their strategy (they had even planned to meet with someone from it for lunch). The revelation that the project was dismantled, the name prohibited, and members scattered across unrelated areas forces the team to reconsider what can be leveraged from that relationship. Multiple competing interpretations emerge simultaneously: Speaker 2 suggests it was absorbed into a larger group without independent identity, Speaker 3 notes the team was dispersed across different org units, and Speaker 1 speculates it was cost-cutting. This multi-voice divergence about an external constraint directly challenges prior assumptions about a strategic resource, producing the entropy spike.",full_run,True
evt_042,2024.11.11startup_b,include,2732,2728,2736,0.4915437207628643,middle,True,1.966665652338337,0.2871246403448523,0.0263242127312134,0.5479250679584913,90.67502668089648,0.922019493734835,5558.0,2552,2912,59,cognitive_perturbation,CP_constraint,smm_constraints,conf_medium,"A team member clarifies that only used parts may be sourced, and identifies an unowned task for finding a client's requested part with pricing.","Speaker 3 establishes that the circular-economy commitment restricts part sourcing to used items, ruling out new-part platforms and narrowing the feasible search space. This is CP_constraint because a clarified limitation (used-only) changes what is permissible in the team's operation. The debate about used versus new sources (t=2715–2733) reflects the constraint being internalized. smm_constraints is the primary dimension affected.",calibration,False
evt_043,2024.11.11startup_b,include,4435,4429,4442,0.7979489024829075,late,False,1.999424603097586,0.1341363196032717,0.1875301694153652,0.0807424697911783,96.19491754528252,0.487113261741896,5558.0,4255,4615,40,cognitive_perturbation,CP_invalidation,smm_strategy,conf_high,"Around t=4432s, Speaker 2 introduces a new agenda item about mapping competitor differentials, revealing that the team's competitor analysis document only lists names without attributes. This triggers a cascade of overlapping threads: Speaker 1 references a competitive analysis template the team has no memory of (t=4457–4480), multiple speakers simultaneously deny knowing it, and the conversation then bifurcates into discussing local vs. international competitors, substitute products, and the customer journey — all while the OLX/MVP thread from earlier is still unresolved.","The entropy peak is explained by a sudden topic rupture: the team was converging on an OLX/Mercado Pago MVP strategy when Speaker 2 abruptly surfaces a gap in their competitive analysis work — they have competitor names but no differential mapping. This is not a simple elaboration; it reveals an assumption failure: Speaker 1 believed a competitive analysis framework had already been shared ('a gente fez um roteirinho lá'), but Speakers 2, 3, and 4 all explicitly deny any memory of it ('Não me lembro disso não' — t=4477–4478). This constitutes a direct contradiction of a prior assumption about shared knowledge and team preparation. Before this moment, the team assumed competitive analysis was underway with a shared methodology; after, it becomes clear the methodology was never received or internalized, forcing Speaker 1 to commit to resending it and reframing what a proper competitor analysis looks like (direct vs. indirect, local vs. international, substitutes). The simultaneous denial by three speakers, the pivot to a new framework, and the unresolved MVP thread all compound to produce high communicative entropy.",full_run,True
evt_044,2024.11.18startup_a,include,164,150,183,0.0304889384643985,early,False,1.872287461542425,0.7107194207805788,0.6748521077277296,0.746586733833428,97.79400341774118,0.5465824129222754,5379.0,0,344,29,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,"Around t=155-168s, Speaker 4 confirms the media reportagem (press coverage) is scheduled for the first week of December, Speaker 2 adds it will air in January, and Speaker 1 responds with 'Espetacular' — marking a concrete milestone crystallization that transitions the team from uncertainty to a defined timeline for a key strategic event.","The peak at t=164s falls precisely at the moment when multiple speakers converge to confirm and elaborate the media coverage timeline: Speaker 4 announces 'primeira semana de dezembro' for the reportagem, Speaker 2 immediately reinforces this with the January airing date, and Speaker 1 affirms with 'Espetacular.' This is not a disruption of the shared mental model — the team already knew a media piece was being pursued. Rather, this is a moment of FR_elaboration where a previously vague opportunity becomes concretely scheduled. The entropy spike is explained structurally by the rapid multi-speaker turn-taking (Speakers 4, 1, 2, 1 in quick succession) and the convergence of new specific details (six cars instead of four, first week of December, January edition) that deepen the existing strategic frame without challenging it. Before this moment, the reportagem was a pending possibility; after, it has a confirmed date and expanded scope. No assumption is contradicted, no conflict emerges, and no forced reorientation occurs.",full_run,True
evt_045,2024.11.18startup_a,include,254,247,261,0.0472206729875441,early,False,1.4561112661478437,0.2821635249016697,0.1668831431849957,0.3974439066183438,98.83515929983628,0.3083603096754237,5379.0,74,434,24,functional_reorientation,FR_procedural,smm_goals,conf_medium,"Speaker 1 summarizes three positive partnership updates ('três oportunidades ótimas') at t=250s, immediately after which Speaker 2 pivots the meeting to a structured scorecard review, introducing a new column tracking progress toward a Day 28 deadline and revealing that multiple KPIs (technology, business model, operations) are being held back due to unresolved external dependencies like unsigned agreements and internal bureaucracy at PARTNER_A.","The entropy peak at t=254s sits at the junction of two distinct communicative registers: the informal reporting of external meetings (Evolution partnership, media reportage logistics) and the structured scorecard review introduced by Speaker 2. The transition is abrupt — Speaker 1's celebratory summary ('três oportunidades ótimas') is immediately followed by Speaker 2 shifting to a formal progress-tracking framework with specific scores, blocked items, and a hard deadline (Day 28). This shift introduces multiple simultaneous threads: technology blocked by PARTNER_A bureaucracy, business model stalled pending handshakes with establishments, operations incomplete pending MVP location confirmation. The team's shared understanding moves from 'we have positive momentum' to 'we have multiple unresolved constraints preventing score advancement.' This is not a disruption of the mental model but a structured reorientation of group attention toward a formal evaluation protocol, explaining the entropy spike through multiplexed topic complexity rather than cognitive conflict.",full_run,True
evt_046,2024.11.18startup_a,include,714,698,731,0.1327384272169548,early,True,1.9158582303981528,0.0118400209833558,0.0087453117502126,0.0149347302164989,96.61435469710273,0.0976935004899132,5379.0,534,894,26,functional_reorientation,FR_procedural,smm_strategy,conf_medium,"The facilitator leads a structured 45-day goal review, confirming tracking status across operations, market, and finance.","The window is dominated by a structured check-in on progress metrics, reviewing whether each goal dimension is on track. This is FR_procedural: the team is moving through a standardized review protocol and coordinating next-step tasks without challenging the shared frame. The '99' mention adds a new thread but does not disrupt the overall logic. smm_strategy is affected because the team is aligning on plan status.",calibration,False
evt_047,2024.11.18startup_a,include,823,815,831,0.1530024168060977,early,False,1.554965937118681,0.2959363884109617,0.4618315530770622,0.1300412237448611,97.6027397260274,0.087551247255317,5379.0,643,1003,24,cognitive_perturbation,CP_constraint,smm_strategy,conf_medium,"Around t=854–1003s, Speaker 2 introduces a multi-topic cascade: deprioritizing a spin pitch for 'b,u' because a contact pushed availability to January, then pivoting to a marketing planning item where Speaker 1 challenges the team's framing by questioning whether 'criar um planejamento de marketing' was written too ambitiously, noting that a real marketing plan takes more than a week, and asking whether the team has their own roadmap or is simply following the external consultant Francisco's roadmap.","The entropy peak is explained by a convergence of multiple simultaneous communication pressures: Speaker 2 rapidly cycles through several deprioritized agenda items (domo contact, b,u spin, marketing planning), each requiring brief collective acknowledgment, while Speaker 1 at t=984s introduces a genuine challenge to the shared mental model by questioning whether the task as written ('criar um planejamento de marketing') was realistic in scope and timeline. Before this moment, the team appeared to share an assumption that the marketing planning task was progressing normally under Francisco's guidance. Speaker 1's question — whether the team has their own roadmap or is passively following Francisco's — disrupts that assumption by surfacing a dependency risk and a possible misalignment between what was committed to and what is actually being done. This is a CP_constraint because it surfaces an internal constraint: the team may lack autonomous strategic direction in marketing and is reliant on an external party's timeline and structure.",full_run,True
evt_048,2024.11.18startup_a,include,3113,3063,3135,0.5787321063394683,middle,False,1.583393820970492,0.4572194911101118,0.156590555334605,0.7578484268856186,98.48776223776224,0.6215119235413472,5379.0,2933,3293,22,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,"Speaker 1 introduces a 'learning record' and 'test record' framework (fichas de teste e aprendizado) from a startup methodology book, reframing the team's entire evaluation approach around 'validated learning' as the only relevant metric, shifting from cost/viability discussion to scientific experimentation with real customers in the field.","Before this moment, the team was discussing MVP cost viability — zeroing out driver costs, surviving two months, and whether the 99 partnership was financially feasible. The shared mental model was centered on financial sustainability. Speaker 1 then introduces an entirely new evaluative framework: validated learning as the only metric that matters for a startup without historical data or market knowledge. This is a CP_generative moment because it expands the possibility space by reframing success criteria — not profit or cost balance, but scientifically validated experiments with real customers. The reference to the methodology book and the concept of 'a verdade é fora do escritório' (truth is outside the office) introduces a new strategic lens that the team had not been operating under. The entropy spike is explained by the simultaneous convergence of multiple threads: closing the financial discussion, introducing new tools (fichas), referencing external theory, and reorienting toward field testing — all creating high communicative complexity.",full_run,True
evt_049,2024.11.18startup_a,include,4101,4090,4112,0.762409369771333,late,False,1.584576851106354,0.2402286947164503,0.06749261475215,0.4129647746807506,99.09528616913876,0.4155541633618503,5379.0,3921,4281,21,cognitive_perturbation,CP_constraint,smm_constraints,conf_medium,"Speaker 1 intervenes from an outside perspective to reframe the Quatro Rodas magazine feature as an urgent strategic priority, pointing out that the first week of December is imminent and urging the team to spend the next 15-20 minutes planning the MVP execution, including securing equipment and arranging test charges with a friend's car — reorienting the group's focus away from operational task assignment toward this high-stakes validation opportunity.","Before Speaker 1's intervention at t=4112s, the team was engaged in a relatively open-ended discussion about risks and logistics around the Quatro Rodas feature, with Speaker 2 floating hypothetical scenarios (unofficial MVP, borrowing a car, training runs). Speaker 1 disrupts this exploratory drift by introducing a time-constraint realization ('a primeira semana de dezembro já tá aqui') and reframing the Quatro Rodas feature not merely as a logistical challenge but as a high-value validation event ('se saiu na Quatro Rodas, você já tem uma validação'). This surfaces an implicit constraint — the deadline is closer than the team had been treating it — and forces a strategic reprioritization. The team's shared mental model shifts from 'we are discussing one of several concerns' to 'this is the most important thing to address right now, and it requires immediate action today.' This constitutes a CP_constraint because an external temporal constraint (the imminent December deadline) is made explicit and reframes the urgency and priority of the team's planning, limiting the viable options for preparation.",full_run,True
evt_050,2024.11.18startup_a,include,4543,4536,4550,0.8445807770961146,late,False,1.4561112661478437,0.1448792292999033,0.0701642388460289,0.2195942197537776,97.83401946107784,0.1252087713756823,5379.0,4363,4723,31,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,"Around t=4543s, the conversation shifts from discussing a comodato contract concept to a fragmented multi-thread exchange: Speaker 2 raises a lost task item (15 contacts lost to 'limbo'), Speaker 4 locates it in a 'concluded' list, and simultaneously Speaker 1 introduces the idea of using AI (ChatGPT) to draft the contract instead of a lawyer, while Speaker 2 raises the legal protection concern for a 300k+ equipment loan — multiple competing threads running concurrently.","The entropy peak at t=4543s is explained by the simultaneous collision of at least three distinct conversational threads: (1) the comodato contract drafting strategy and who will handle it legally, (2) a fragmented retrieval of a lost task item ('15') with Speakers 1, 2, and 4 all contributing conflicting recollections about its status, and (3) Speaker 1's reframe that AI can replace a lawyer for contract drafting, which introduces a new strategic option the team had not previously considered. The 'before' state was a relatively linear discussion about preparing a comodato contract to address a partner's emergency-use concern. The AI-drafting suggestion by Speaker 1 (t=4599s) expands the solution space beyond conventional legal channels, constituting a generative reframe. This is not mere elaboration — it introduces a new method, triggers a role question (who drafts it, Speaker 4 volunteers), and opens a debate about legal risk. The concurrent task-tracking confusion about item '15' adds further structural complexity, driving the entropy spike.",full_run,True
evt_051,2024.11.18startup_b,include,151,150,161,0.0282824498969844,early,False,1.973943243311487,,0.4645447881359831,0.0937690068701339,95.611685940353,0.5642872039709698,5339.0,0,331,47,cognitive_perturbation,CP_divergence,smm_strategy,conf_high,"Around t=147-168s, Speaker 3 reveals the team reached no conclusion from their desmanche visit, and Speaker 4 enters the meeting to reframe the competitive threat as 'possibly a competitor with the same idea,' introducing uncertainty about whether the rival product has actually launched and proposing to contact the responsible person directly.","Before this moment, the team's shared mental model treated the competitive threat as a known fact — Speaker 2 stated 'they are already doing our idea' (t=105s). However, at t=147-168s, the frame shifts dramatically: Speaker 3 admits no conclusion was reached, and Speaker 4 (who joins the conversation at t=168s) reframes the situation as hypothetical — 'possibly exists a competitor... better to put as possibly because it was not launched.' This directly challenges the prior assumption that a concrete competitor exists, introducing ambiguity about whether the threat is real, imminent, or even comparable. The team's strategic understanding is disrupted: they must now reconsider whether their idea is truly at risk, what their differentials are, and whether the competitor could instead be a partner (Speaker 1, t=266s). Multiple speakers contribute competing interpretations simultaneously, generating high communicative entropy as the group negotiates an unresolved strategic question.",full_run,True
evt_052,2024.11.18startup_b,include,321,316,335,0.0601236186551788,early,True,1.8942465552913723,0.0744057661122667,0.0793903198761558,0.0694212123483775,94.5861893881696,0.2689321418967462,5339.0,141,501,47,cognitive_perturbation,CP_constraint,smm_strategy,conf_medium,"The team learns of a potentially better-positioned competitor with existing software embedded in multiple junkyards, limiting their assumed uniqueness.","The competitor's existing software network gives them catalogue access across junkyards, which introduces a new limitation on the team's assumed competitive position. This is CP_constraint because the rival's structural advantage constrains what the team can claim as unique and shapes what differentiation they must articulate. Confidence is medium because the competitor's status is still unconfirmed — they plan to meet him — and the window contains both threat framing and reframing as potential partner.",calibration,False
evt_053,2024.11.18startup_b,include,450,450,451,0.0842854467128675,early,False,1.8463075662318311,0.3000607384938636,0.1601607777512678,0.4399606992364595,94.82496194824962,0.7383326161847367,5339.0,270,630,43,cognitive_perturbation,CP_divergence,smm_strategy,conf_high,"Around t=357–421s, Speakers 3 and 4 reinterpret a key prospect ('Diplomata') as a potential partner rather than a client after recalling his reaction to the onboarding pitch — he deflected by mentioning his son's competing project — leading Speaker 4 to explicitly reframe the relationship as 'they want to be partners, not clients,' which Speaker 3 confirms.","Before this moment, the team's shared assumption was that 'Diplomata' was a viable onboarding (embarcado) candidate being actively pursued as a client. Speaker 4 (t=357) introduces ambiguity by recalling that the prospect gave neither a yes nor a no, and Speaker 3 (t=382) reinforces this by noting the prospect responded to the onboarding pitch by referencing his son's competing project — directly contradicting the assumption that he was a client prospect. Speaker 4 then explicitly reframes the relationship at t=417: 'they want to be partners rather than clients.' This is a divergence between the prior shared model (Diplomata as client target) and the new interpretation (Diplomata as potential partner), driven by competing readings of the same field interaction. The SMM around strategy — specifically who counts as a target customer versus a partner — is disrupted. The high entropy at t=450 reflects the overlapping voices, competing interpretations, and the unresolved strategic question about how to classify and pursue this prospect.",full_run,True
evt_054,2024.11.18startup_b,include,798,796,820,0.1494661921708185,early,False,1.8608163461419247,0.7188917778182595,1.0911316263114388,0.3466519293250802,99.17115993048438,0.331269728363015,5339.0,618,978,35,cognitive_perturbation,CP_invalidation,smm_strategy,conf_high,"Speaker 2 reveals that the DETRAN parts list (49 peças) is a static, rarely-updated document created specifically to track stolen car parts in one region, and Speaker 1 concludes it should be closed as a viable strategic avenue, while Speaker 4 notes other states have different approaches entirely.","Before this moment, the team apparently held an assumption that the DETRAN parts list could serve as a useful, evolving reference for identifying high-impact components in their business. Speaker 2 directly contradicts this by explaining that the list was created for a specific historical purpose (tracking stolen car parts) and is not regularly revised — 'o negócio fica assim é parado não é uma coisa que eles ficam revisão constantemente.' Speaker 1 immediately draws the conclusion 'Não adianta dá para encerrar então, né?' — signaling a direct invalidation of a prior strategic assumption. Speaker 4 adds that the list only applies to one state (LOCATION_B), further narrowing its utility. This forces the team to abandon a previously held belief about the DETRAN list as a strategic resource, constituting a clear disruption to their shared mental model around strategy.",full_run,True
evt_055,2024.11.18startup_b,include,1070,1062,1079,0.2004120621839295,early,False,1.973943243311487,0.2326098907694543,0.1080389901874908,0.3571807913514178,97.66616381222823,0.3746630034986944,5339.0,890,1250,31,cognitive_perturbation,CP_generative,smm_strategy,conf_high,"Speaker 4 reveals that a contact at Porto's dismantling operation showed strong interest in the team's idea and is an experienced entrepreneur, prompting Speaker 1 to suggest using tomorrow's scheduled visit not just for research but to potentially recruit a sponsor or MVP partner, fundamentally reframing the visit's purpose.","Before this moment, the team's shared understanding was that the visit to the Porto dismantling operation (scheduled for the next day) was a research/discovery task — to understand how insurance dismantling works. Speaker 4 then discloses that the contact is an experienced entrepreneur who already launched ideas and showed enthusiasm without even hearing the full concept. Speaker 1 immediately reframes: 'Já penso não MVP junto com ele' — suggesting the visit could serve as an MVP co-development opportunity. Speaker 4 reinforces this by saying 'talvez a gente possa até usar essa visita de amanhã para tentar achar um sponsor.' This is a generative cognitive perturbation: new information about the contact's profile expands the possibility space from a simple field visit into a potential strategic partnership or sponsorship opportunity, disrupting the prior framing of the visit as purely investigative.",full_run,True
evt_056,2024.11.18startup_b,include,1914,1910,1919,0.3584941000187301,middle,False,1.8636957636078917,0.1987902229507861,0.3743924059131698,0.0231880399884025,95.47856214811608,0.2284400532624592,5339.0,1734,2094,50,cognitive_perturbation,CP_divergence,smm_strategy,conf_medium,"Around t=1902–1932, Speaker 3 explicitly says she did not understand task 35 (competitor comparison), Speaker 4 and Speaker 2 clarify it involves comparing with competitors, and Speaker 1 then introduces a nuanced point that the team may not have direct competitors — prompting Speaker 3 and Speaker 4 to acknowledge uncertainty ('Talvez teremos um'), shifting the group's understanding of their competitive landscape mid-review.","The entropy peak is explained by a cluster of overlapping disruptions: Speaker 3's confusion about task 35 ('Como é que é? Pera aí, eu não entendi') signals a gap in shared task understanding. Speaker 4 and Speaker 2 attempt to clarify simultaneously, creating cross-talk. Then Speaker 1 introduces a substantive challenge — 'vocês não tem um concorrente direto' — which directly questions an implicit assumption underlying the competitor analysis task. Before this moment, the team was proceeding through a routine task-status review with a shared assumption that competitor analysis was straightforward and applicable. After Speaker 1's remark, the team acknowledges uncertainty about whether direct competitors even exist ('Talvez teremos um'), disrupting the strategic framing of the competitor analysis work. This is a CP_divergence moment where competing interpretations of the competitive landscape surface simultaneously with procedural confusion, producing high communicative entropy.",full_run,True
evt_057,2024.11.18startup_b,include,1991,1983,2011,0.3729162764562652,middle,False,1.9739432433114872,0.7947132785374543,0.7411182794555661,0.8483082776193426,98.14730447987851,0.7808889521419066,5339.0,1811,2171,41,functional_reorientation,FR_procedural,smm_strategy,conf_high,"Speaker 1 introduces the 'learning test sheet' (ficha de teste) from Business Model Canvas / Value Proposition framework, pivoting the meeting away from task review toward a structured hypothesis-testing exercise, asking the team to identify their first MVP and articulate it using the 'Nós acreditamos que...' format.","The peak entropy moment coincides with a significant procedural and cognitive shift: the team was reviewing completed and pending tasks (OLX ads, competitor analysis, customer journey) when Speaker 1 redirects the entire meeting format toward a new structured tool — the 'ficha de teste' (test sheet). This introduces a new framework (Business Model Canvas / Value Proposition Design) that the team had not been working within during the prior discussion. Speaker 1 explains the tool's logic ('Nós acreditamos que...'), asks for an MVP example, and invites the team to apply it in real time. This is not merely a topic shift but a reorientation of the meeting's epistemic mode — from status reporting to hypothesis formulation. The high entropy is explained by the convergence of: (1) closing out the task review, (2) a negotiation about who shares the screen, (3) Speaker 1 explaining a new conceptual framework, and (4) a prompt for the team to generate their first MVP hypothesis. Before this moment, the shared understanding was that the meeting was a task-status review. After, the team is being asked to engage in structured assumption-testing, representing a procedural reorientation of the meeting format.",full_run,True
evt_058,2024.11.18startup_b,include,2732,2720,2753,0.5117063120434538,middle,False,1.9978467171869156,0.3242339697396046,0.3304356873928091,0.3180322520864,97.20789322852698,0.4423345294758922,5339.0,2552,2912,36,cognitive_perturbation,CP_invalidation,smm_strategy,conf_high,"Speaker 3 introduces detailed intelligence about a competitor ('Salvador Luquez' family business) who has already developed a software platform cataloguing auto parts across multiple junkyards, with 2 million parts registered, and a spin-off company ('Peça Verde') targeting insurers — directly overlapping with the startup's own concept.","Before this moment, the team was engaged in procedural coordination around filling out learning and test cards (fichas de aprendizado/teste) and discussing OLX experiments. The shared mental model assumed their idea of a parts-search platform was still in an open competitive space. Speaker 3 then introduces concrete evidence of a competitor who has already built and scaled a similar software solution — with 2 million parts catalogued, multiple junkyards onboarded, and a commercialization strategy targeting insurers. Speaker 4 immediately recognizes the parallel ('É tipo um banco de dados', 'É como se fosse um mercado livre'), confirming the team grasps the competitive threat. This directly challenges the assumption that their concept was novel or uncontested, forcing reconsideration of their strategic position. The prior assumption is invalidated by real-world evidence of an advanced competitor, which is the defining feature of CP_invalidation.",full_run,True
evt_059,2024.11.18startup_b,include,3159,3146,3162,0.5916838359243304,middle,False,1.9019015988018408,0.0686063732535582,0.0164758439687166,0.1207369025383997,97.2790834807514,0.2780716104746831,5339.0,2979,3339,38,cognitive_perturbation,CP_invalidation,smm_strategy,conf_high,"Speaker 1 introduces the OpenTable analogy to reframe the competitor's advantage: just as OpenTable gave free software to restaurants to bootstrap table inventory, the competitor already solved the chicken-and-egg problem by selling management software to junkyards, thereby cataloging parts data that now powers their platform — forcing the team to reconsider their own strategic position.","Before this moment, the team was collectively describing a competitor who has a parts database, an online sales platform, structured workflows, and photos of each part — framing him as 'more advanced' but still within a comparative discussion. The entropy spike at t=3159 corresponds to Speaker 1's OpenTable analogy (t=3263–3339), which fundamentally reframes the competitive threat: the competitor did not just happen to have data — he strategically acquired it by giving away software for free, solving the supply-side bootstrapping problem the startup is still struggling with. This is a CP_invalidation because it directly contradicts any implicit assumption that the startup could still catch up or that the competitor's advantage was merely a head start in time. The analogy reveals a structural, strategic moat — the competitor already crossed the chicken-and-egg barrier through a deliberate go-to-market move. The team's shared mental model shifts from 'he's ahead of us' to 'he already solved the hardest problem we haven't solved yet.' This disrupts their strategic self-assessment and forces reconsideration of their own viability and differentiation path.",full_run,True
evt_060,2024.12.09startup_a,include,1652,1640,1660,0.3064935064935065,early,False,1.9759411671299136,0.2612234011722316,0.100348184308131,0.4220986180363322,99.40998805928216,0.382429288797787,5390.0,1472,1832,32,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,"Around t=1524–1652, Speaker 1 delivers a detailed narrative about a negotiation breakthrough with Quatro Rodas/LC and partner Patrícia, revealing that initial resistance was overcome by offering media training and co-participation, shifting the team's understanding of the partnership status. Speaker 4 then adds that the partner recently won an innovation prize, which likely contributed to their receptiveness. This multi-speaker update introduces new strategic information about a previously uncertain media relationship.","Before this moment, the team's shared understanding of the Quatro Rodas media opportunity was apparently uncertain or contested — Speaker 2 at t=1622 acknowledges he assumed the partner 'couldn't stay against' the opportunity, implying prior doubt. Speaker 1's extended narrative (t=1524–1619) reveals that a real barrier existed (the partner's concern about startup members acting as unauthorized spokespeople for the corporate brand) and that it was resolved through a specific reframe: offering to be trained and to bring the partner into the coverage. Speaker 4 adds new contextual information (the innovation prize win) that further explains the partner's shift in attitude. This is not routine elaboration — it introduces previously unknown resolution logic and reframes the team's understanding of why and how the partnership became viable, expanding the strategic possibility space around media and PR strategy.",full_run,True
evt_061,2024.12.09startup_a,include,1809,1790,1819,0.335621521335807,middle,False,1.9592422264030724,0.3618708392092398,0.5774641454890173,0.1462775329294624,98.3326779394416,0.2400094129814383,5390.0,1629,1989,32,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,"Around t=1698–1772s, Speaker 3 reveals that a prior plan to contact highway concessionaires (vias) was redirected after Evolution informed them that electrification initiatives do not originate from concessionaires but from private fuel network companies like Graal. Speaker 2 then introduces an unexpected use case: concession contracts may require concessionaires to provide tow trucks, and equipping those trucks with chargers could enable emergency EV rescue — a scenario Evolution had not previously considered.","The entropy peak is explained by two overlapping cognitive disruptions converging in rapid succession. First, Speaker 3 reports a CP_invalidation: the team's original plan to engage highway concessionaires is contradicted by Evolution's feedback — electrification decisions come from private fuel networks, not concessionaires, forcing a strategic pivot toward companies like Graal. This changes the team's shared understanding of who the relevant market actors are (smm_strategy). Second, Speaker 2 introduces a CP_generative reframe: tow trucks operated by companies like Evolution could carry emergency chargers, a novel use case that neither the team nor Evolution had considered. This expands the possibility space beyond the original market mapping exercise. The simultaneous presence of an invalidated assumption and a generative new idea, both requiring the team to reconsider their market entry strategy, explains the unusually high entropy at this moment.",full_run,True
