event_id,meeting_id,quality_label,peak_second,onset_second,offset_second,temporal_position,timing_bin,joint_corroborated,peak_entropy,combined_delta,z_delta_entropy,z_delta_pct_det,peak_pct_det,peak_rmse,meeting_duration_seconds,window_start_second,window_end_second,segment_n_turns,trigger_type,trigger_subtype,smm_dimension,confidence,content_summary,justification,classifier,reclassified_v3
evt_039,2024.11.11startup_b,include,686,677,706,0.1234256926952141,early,False,1.994578053368883,0.2784711972084452,0.1883059117997629,0.3686364826171275,97.58314397851684,0.7604735192337034,5558.0,506,866,46,functional_reorientation,FR_elaboration,smm_task,conf_medium,"Team reviews scorecard progress, discusses upcoming Thursday visit to a promising dismantler, and clarifies that the 48 traceable parts list applies to all vehicles, not specifically to electric/hybrid ones.","The excerpt shows progress review (scorecard items, catalog sharing, pending Detran contact), scheduling of a Thursday visit, and a clarification about the 48-part list. The parts-list clarification enriches understanding but does not disrupt the team's shared frame or invalidate a plan — they simply learn the list is universal, not EV-specific, and adapt accordingly without reorienting strategy.",corrected_prompt_v3,True
evt_040,2024.11.11startup_b,include,1223,1220,1228,0.2200431810003598,early,False,1.967572297254217,0.2503658176549187,0.1015870770937961,0.3991445582160413,96.60033726812816,0.4964392162446312,5558.0,1043,1403,51,cognitive_perturbation,CP_divergence,smm_task,conf_medium,"Team debates whether 'investigate how insurance dismantlers work' is one task or two, ultimately deciding to keep it as one while clarifying its scope to include on-site problem discovery.","Speakers 2, 3, and 4 openly disagree about whether the task label covers one or two distinct activities, revealing divergent understandings of what 'investigate' means. Speaker 3 saw it as confirming existence of dismantlers; Speaker 2 sees it as a single continuous task. This is a genuine divergence in task framing, not routine elaboration, though it resolves quickly without major plan disruption.",corrected_prompt_v3,True
evt_041,2024.11.11startup_b,include,1571,1565,1587,0.2826556315221302,early,False,1.9820809892894808,0.6022383075122122,0.176657984053832,1.0278186309705923,94.0347071583514,0.9006519013993354,5558.0,1391,1751,62,cognitive_perturbation,CP_divergence,smm_strategy,conf_high,"Team reveals a competitor project ('Tesouro') was disbanded and team dispersed; simultaneously, members surface internal disagreement about how to communicate their monetization model to external parties.","Two CP signals converge near the peak: (1) new information about a competitor's collapse introduces uncertainty about the competitive landscape, and (2) Speaker 3 explicitly surfaces that team members hold different views on how to present their revenue model ('cada um que tá pensando de um jeito diferente de comunicar isso'), revealing divergent understandings of a core strategic constraint. This is not routine elaboration—it exposes an unresolved internal split on strategy.",corrected_prompt_v3,True
evt_042,2024.11.11startup_b,include,2732,2728,2736,0.4915437207628643,middle,True,1.966665652338337,0.2871246403448523,0.0263242127312134,0.5479250679584913,90.67502668089648,0.922019493734835,5558.0,2552,2912,59,cognitive_perturbation,CP_constraint,smm_constraints,conf_medium,"A team member clarifies that only used parts may be sourced, and identifies an unowned task for finding a client's requested part with pricing.","Speaker 3 establishes that the circular-economy commitment restricts part sourcing to used items, ruling out new-part platforms and narrowing the feasible search space. This is CP_constraint because a clarified limitation (used-only) changes what is permissible in the team's operation. The debate about used versus new sources (t=2715–2733) reflects the constraint being internalized. smm_constraints is the primary dimension affected.",calibration,False
evt_043,2024.11.11startup_b,include,4435,4429,4442,0.7979489024829075,late,False,1.999424603097586,0.1341363196032717,0.1875301694153652,0.0807424697911783,96.19491754528252,0.487113261741896,5558.0,4255,4615,40,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,"Discussion shifts from OLX/Mercado Pago MVP mechanics to competitive analysis gap, with mentor revealing a competitor analysis framework the team had never seen, prompting multi-speaker memory failure and new task assignment.","The peak captures two overlapping threads: the team refining their OLX-to-Mercado Pago sales funnel, then transitioning into competitive analysis where Speakers 2, 3, and 4 simultaneously deny remembering a competitor analysis template the mentor claims was shared. This collective memory gap and the mentor's subsequent reframing of competitors into direct/indirect/substitute categories enriches the shared frame without invalidating a prior plan. No assumption is shown to be wrong; the mentor adds structure to an incomplete task.",corrected_prompt_v3,True
evt_044,2024.11.18startup_a,include,164,150,183,0.0304889384643985,early,False,1.872287461542425,0.7107194207805788,0.6748521077277296,0.746586733833428,97.79400341774118,0.5465824129222754,5379.0,0,344,29,functional_reorientation,FR_elaboration,smm_task,conf_high,"Multiple team members sequentially report partnership progress updates (99, media outlet, Evolution) and scorecard review, with overlapping speakers and topic switches driving structural complexity.","The entropy peak at t=164s falls within a dense sequence of multi-speaker status reports: Speaker 4 finishing the media/reportagem update, Speaker 2 confirming December timing, then Speaker 3 launching into the Evolution meeting recap. No assumption is invalidated, no divergence surfaces, and no forced revision occurs. The complexity reflects rapid topic transitions and simultaneous elaboration of multiple partnership tracks, not frame disruption.",corrected_prompt_v3,True
evt_045,2024.11.18startup_a,include,254,247,261,0.0472206729875441,early,False,1.4561112661478437,0.2821635249016697,0.1668831431849957,0.3974439066183438,98.83515929983628,0.3083603096754237,5379.0,74,434,24,functional_reorientation,FR_elaboration,smm_task,conf_high,"Team reviews scorecard metrics across multiple axes (partnerships, technology, business model, operations, investment), reporting held scores with specific blockers like unsigned agreements and platform bureaucracy.","The peak coincides with a structured scorecard review where Speaker 2 walks through multiple dimensions sequentially, each with numerical scores and rationale. This is routine progress reporting — no assumptions are invalidated, no divergence surfaces, no forced revision occurs. The complexity spike reflects multi-topic elaboration across several axes simultaneously, not a frame-disrupting event.",corrected_prompt_v3,True
evt_046,2024.11.18startup_a,include,714,698,731,0.1327384272169548,early,True,1.9158582303981528,0.0118400209833558,0.0087453117502126,0.0149347302164989,96.61435469710273,0.0976935004899132,5379.0,534,894,26,functional_reorientation,FR_procedural,smm_strategy,conf_medium,"The facilitator leads a structured 45-day goal review, confirming tracking status across operations, market, and finance.","The window is dominated by a structured check-in on progress metrics, reviewing whether each goal dimension is on track. This is FR_procedural: the team is moving through a standardized review protocol and coordinating next-step tasks without challenging the shared frame. The '99' mention adds a new thread but does not disrupt the overall logic. smm_strategy is affected because the team is aligning on plan status.",calibration,False
evt_047,2024.11.18startup_a,include,823,815,831,0.1530024168060977,early,False,1.554965937118681,0.2959363884109617,0.4618315530770622,0.1300412237448611,97.6027397260274,0.087551247255317,5379.0,643,1003,24,functional_reorientation,FR_procedural,smm_task,conf_medium,"Team reviews multiple agenda items—99 partnership, dome contact, press meeting, and marketing planning—sequentially updating statuses, deprioritizing some, and marking others concluded without frame-disrupting disagreement.","The excerpt shows rapid topic-switching across several agenda items: the 99 opportunity (positive update), dome contact (deprioritized), press alignment meeting (marked concluded), and marketing planning (external consultant giving direction). Each item is reviewed and closed or deferred. The high entropy likely reflects the density of topic transitions and multiple speakers, but no assumption is invalidated, no divergence surfaces, and no forced revision occurs. This is structured agenda processing.",corrected_prompt_v3,True
evt_048,2024.11.18startup_a,include,3113,3063,3135,0.5787321063394683,middle,False,1.583393820970492,0.4572194911101118,0.156590555334605,0.7578484268856186,98.48776223776224,0.6215119235413472,5379.0,2933,3293,22,functional_reorientation,FR_procedural,smm_task,conf_medium,"Mentor introduces 'validated learning' framework and a test/learning form, shifting the session from cost analysis toward structured hypothesis testing with the 99 partnership as a live experiment.","The excerpt shows a meeting phase transition: cost viability discussion wraps up, then the mentor introduces a new tool (ficha de testes/aprendizado) and the Lean Startup concept of validated learning. The team does not resist or revise a prior frame — they follow the mentor's procedural lead. The complexity spike reflects the tool-sharing logistics and conceptual introduction, not a disruptive divergence or invalidation.",corrected_prompt_v3,True
evt_049,2024.11.18startup_a,include,4101,4090,4112,0.762409369771333,late,False,1.584576851106354,0.2402286947164503,0.06749261475215,0.4129647746807506,99.09528616913876,0.4155541633618503,5379.0,3921,4281,21,cognitive_perturbation,CP_constraint,smm_constraints,conf_high,"Speaker 2 raises an unscheduled concern: the Quatro Rodas press feature is imminent (first week of December) but the team lacks confirmed equipment access and hands-on charging experience, creating execution risk.","Speaker 2 explicitly flags this as a concern 'not declared as an axis' — introducing a previously unaddressed constraint: a hard deadline with an unresolved equipment negotiation and no practical charging rehearsal. Speaker 1 reinforces urgency ('first week of December is already here'), and the team pivots to contingency options (informal MVP, borrowing a friend's EV). This is a constraint discovery disrupting the existing preparation plan.",corrected_prompt_v3,True
evt_050,2024.11.18startup_a,include,4543,4536,4550,0.8445807770961146,late,False,1.4561112661478437,0.1448792292999033,0.0701642388460289,0.2195942197537776,97.83401946107784,0.1252087713756823,5379.0,4363,4723,31,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,"Team discusses drafting a comodato contract for equipment lending, debates using AI vs. a lawyer, discovers a lost task item (15 records), and plans a follow-up in-person meeting with the partner.","The excerpt shows elaboration of an existing negotiation strategy: formalizing an equipment loan via contract, assigning drafting to Speaker 4, and planning outreach to the partner. The 'lost 15' moment is a minor tracking gap, not a frame-disrupting discovery. No assumption is invalidated, no divergence emerges, and the AI-vs-lawyer debate is a procedural choice within the existing plan.",corrected_prompt_v3,True
evt_051,2024.11.18startup_b,include,151,150,161,0.0282824498969844,early,False,1.973943243311487,,0.4645447881359831,0.0937690068701339,95.611685940353,0.5642872039709698,5339.0,0,331,47,cognitive_perturbation,CP_invalidation,smm_strategy,conf_high,"Team reveals a competitor may already be executing their core idea, with an existing software network giving them catalog access across dismantlers — prompting collective reassessment of differentiation and next steps.","Speaker 2 introduces that a visited dismantler is 'already doing our idea,' and Speaker 3 elaborates that this competitor's software already gives them access to parts across multiple dismantlers — a structural advantage. This invalidates the assumption of a clear competitive space. The team shifts to evaluating whether to pivot, partner, or differentiate, indicating a disrupted shared frame around strategy, not routine elaboration.",corrected_prompt_v3,True
evt_052,2024.11.18startup_b,include,321,316,335,0.0601236186551788,early,True,1.8942465552913723,0.0744057661122667,0.0793903198761558,0.0694212123483775,94.5861893881696,0.2689321418967462,5339.0,141,501,47,cognitive_perturbation,CP_constraint,smm_strategy,conf_medium,"The team learns of a potentially better-positioned competitor with existing software embedded in multiple junkyards, limiting their assumed uniqueness.","The competitor's existing software network gives them catalogue access across junkyards, which introduces a new limitation on the team's assumed competitive position. This is CP_constraint because the rival's structural advantage constrains what the team can claim as unique and shapes what differentiation they must articulate. Confidence is medium because the competitor's status is still unconfirmed — they plan to meet him — and the window contains both threat framing and reframing as potential partner.",calibration,False
evt_053,2024.11.18startup_b,include,450,450,451,0.0842854467128675,early,False,1.8463075662318311,0.3000607384938636,0.1601607777512678,0.4399606992364595,94.82496194824962,0.7383326161847367,5339.0,270,630,43,cognitive_perturbation,CP_divergence,smm_strategy,conf_medium,"Team debates whether a visited prospect ('Diplomata') should be counted as an onboarded client or partner, with members sharing conflicting readings of his signals and his son's competing project.","Speakers 3 and 4 surface divergent interpretations of the Diplomata visit: Speaker 4 sensed ambiguity ('nem que sim, nem que não'), while Speaker 3 concludes he is unlikely to onboard given his son's parallel project. Speaker 4 reframes him as a potential partner rather than client. This is a genuine divergence in how team members read the same interaction, disrupting the shared assumption that he was a prospective client.",corrected_prompt_v3,True
evt_054,2024.11.18startup_b,include,798,796,820,0.1494661921708185,early,False,1.8608163461419247,0.7188917778182595,1.0911316263114388,0.3466519293250802,99.17115993048438,0.331269728363015,5339.0,618,978,35,functional_reorientation,FR_elaboration,smm_task,conf_medium,"Speaker 2 reports multiple parallel investigation tracks—battery cells, parts lists, DETRAN constraints, concession demand, insurance dismantlers—with mixed outcomes, including a confirmed visit and a closed dead-end task.","The peak entropy reflects simultaneous reporting across several distinct investigation threads (DETRAN parts list dead-end, PARTNER_C visit confirmation, low EV maintenance demand finding, insurance dismantler scheduling). Each item is reviewed and updated sequentially. No assumption is invalidated in a frame-disrupting way; the DETRAN finding is closed as a dead-end without triggering strategic revision. This is structured progress review with topic switching, not a perturbation.",corrected_prompt_v3,True
evt_055,2024.11.18startup_b,include,1070,1062,1079,0.2004120621839295,early,False,1.973943243311487,0.2326098907694543,0.1080389901874908,0.3571807913514178,97.66616381222823,0.3746630034986944,5339.0,890,1250,31,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,"Team reports two external meetings (Porto dismantler visit, PARTNER_A facilitator) yielding unexpected sponsor leads, factory visit invitations, and new contacts, prompting collective discussion of how to leverage these opportunities.","The excerpt shows sequential progress updates from multiple speakers about external meetings already conducted or scheduled. Speaker 4 floats the idea of using tomorrow's visit to find a sponsor, and Speaker 3 reports new contacts and a factory visit invitation. These enrich the team's pipeline but do not disrupt any existing assumption or plan — the team absorbs the information and discusses next steps without revising their frame. This is collective processing that elaborates rather than disrupts.",corrected_prompt_v3,True
evt_056,2024.11.18startup_b,include,1914,1910,1919,0.3584941000187301,middle,False,1.8636957636078917,0.1987902229507861,0.3743924059131698,0.0231880399884025,95.47856214811608,0.2284400532624592,5339.0,1734,2094,50,functional_reorientation,FR_procedural,smm_task,conf_high,"Team reviews completed sprint tasks item by item, confirms competitor analysis pending, debates merging tasks 35 and 36, then transitions to opening the learning test sheet for mentor-led review.","The excerpt shows a structured progress review: completed items are confirmed (OLX ads, catalog entries, visits), pending tasks are assigned (competitor analysis this week), and tasks 35/36 are linked as complementary rather than conflicting. Speaker 3's brief confusion about item 35 is immediately resolved by Speaker 4. The entropy spike likely reflects multi-speaker rapid turn-taking across several agenda items plus a meeting phase transition to the learning sheet.",corrected_prompt_v3,True
evt_057,2024.11.18startup_b,include,1991,1983,2011,0.3729162764562652,middle,False,1.9739432433114872,0.7947132785374543,0.7411182794555661,0.8483082776193426,98.14730447987851,0.7808889521419066,5339.0,1811,2171,41,functional_reorientation,FR_procedural,smm_task,conf_medium,"Team reviews completed sprint tasks, clarifies competitor analysis status, then mentor introduces a new 'test-learning sheet' framework from Business Canvas/Vale, inviting the team to apply it to their first MVP.","The excerpt shows a structured task review (OLX ads, competitor analysis, customer journey) followed by a meeting phase transition where the mentor introduces a new analytical tool — the 'ficha de teste' — and asks the team to apply it to their MVP. This enriches the session's agenda without disrupting any existing frame; no divergence, invalidation, or forced revision is evident. The entropy spike reflects the topic switch and multi-speaker coordination around opening the document.",corrected_prompt_v3,True
evt_058,2024.11.18startup_b,include,2732,2720,2753,0.5117063120434538,middle,False,1.9978467171869156,0.3242339697396046,0.3304356873928091,0.3180322520864,97.20789322852698,0.4423345294758922,5339.0,2552,2912,36,cognitive_perturbation,CP_invalidation,smm_strategy,conf_high,"Team learns a competitor (Salvador Luquez's son) already built and is selling software managing auto-parts inventory across junkyards, with 2 million parts catalogued, directly overlapping their startup concept.","Speaker 3 introduces detailed intelligence about an existing competitor whose software already does what the team is building — cataloguing parts, managing inventory, selling to insurers. This is not routine elaboration; it reveals a concrete market actor whose existence challenges the team's assumption of an open space. Speaker 2 frames it explicitly as 'a competitor with the same idea at a more advanced stage,' signaling potential invalidation of their current strategic position.",corrected_prompt_v3,True
evt_059,2024.11.18startup_b,include,3159,3146,3162,0.5916838359243304,middle,False,1.9019015988018408,0.0686063732535582,0.0164758439687166,0.1207369025383997,97.2790834807514,0.2780716104746831,5339.0,2979,3339,38,cognitive_perturbation,CP_invalidation,smm_strategy,conf_high,"Team discovers a competitor already has catalogued parts database, online sales platform, structured workflows, and broader vehicle coverage — directly threatening their startup's core value proposition and timeline.","Speaker 2 reveals the competitor has 'tudo meio que pronto' — a parts database, online sales platform, and documented workflows. Speaker 1 explicitly names the threat: 'ele pode ser um competidor fácil' and 'vai chegar antes no mercado.' The OpenTable analogy introduced by Speaker 1 reframes the competitor's software-first strategy as a solved chicken-and-egg problem, invalidating the team's assumption that their cataloguing effort was a differentiator.",corrected_prompt_v3,True
evt_060,2024.12.09startup_a,include,1652,1640,1660,0.3064935064935065,early,False,1.9759411671299136,0.2612234011722316,0.100348184308131,0.4220986180363322,99.40998805928216,0.382429288797787,5390.0,1472,1832,32,functional_reorientation,FR_attention,smm_task,conf_medium,"Team transitions across three distinct topics: legal document dispatch, a media negotiation outcome with Quatro Rodas/PARTNER_A, and market research progress on heavy-vehicle charging infrastructure with Evolution.","The entropy spike reflects rapid topic switching across unrelated threads — legal docs, PR media strategy, and market research updates — rather than any single frame-disrupting event. Each segment involves routine progress reporting and task status review. The Evolution discussion introduces a redirected target (fuel networks instead of concessionaires), which enriches the plan but does not invalidate it; the team absorbs it without conflict or revision pressure.",corrected_prompt_v3,True
evt_061,2024.12.09startup_a,include,1809,1790,1819,0.335621521335807,middle,False,1.9592422264030724,0.3618708392092398,0.5774641454890173,0.1462775329294624,98.3326779394416,0.2400094129814383,5390.0,1629,1989,32,functional_reorientation,FR_elaboration,smm_task,conf_medium,"Team reviews multiple open action items across EV charging market segments—concessionaires, fuel networks, condominiums, QR code flyers, payment models—while Speaker 1 transitions the meeting toward a new strategic framework discussion.","The excerpt shows Speaker 1 systematically reviewing task statuses (Evolution meeting done, transportadora pending, condominium mapping open, QR code flyer distributed), with Speaker 3 providing market intelligence updates and Speaker 2 adding contextual observations. The Evolution insight about electrification initiatives coming from private fuel networks rather than concessionaires represents information that enriches the plan without disrupting it—the team absorbs it smoothly. The segment closes with a phase transition to 'eixos' discussion. No frame-disrupting divergence or invalidation is observed.",corrected_prompt_v3,True
evt_062,2024.12.09startup_a,include,2958,2945,2961,0.5487940630797774,middle,True,1.855786642545942,0.2931798987208748,0.3730228357054944,0.2133369617362553,95.27165264832917,0.2885442218269713,5390.0,2778,3138,42,cognitive_perturbation,CP_generative,smm_strategy,conf_high,"The facilitator introduces a four-stakeholder B2B sales framework — influencer, user, decision-maker, and final approver — expanding the team's view of how to sell.","The facilitator introduces a new conceptual model that reframes the team's sales challenge: instead of treating a gatekeeper as a blocker, they should sell to all four stakeholder types simultaneously. This is CP_generative because it opens a new strategic possibility and reorganizes the team's shared understanding of their sales process. smm_strategy is the affected dimension, as the team's approach to client acquisition is fundamentally enriched.",calibration,False
evt_063,2024.12.09startup_a,include,3355,3337,3376,0.6224489795918368,middle,False,1.9963675821806277,0.24167931402237,0.1341015726607881,0.3492570553839519,96.85263669839506,0.2982461659553012,5390.0,3175,3535,44,functional_reorientation,FR_elaboration,smm_strategy,conf_high,"Team refines interview question sequence for a 30-minute meeting, debating whether to include market size, infrastructure initiatives, and sponsor strategy questions, converging on four guiding questions.","The excerpt shows collaborative refinement of an interview script: speakers negotiate question ordering (infra before specific initiatives), debate who owns market size data (marketing vs. sales team), and discuss sponsor potential. Speaker 2's return and market-size suggestion enriches but does not disrupt the shared frame. No divergence, invalidation, or forced revision is evident — the team is collectively elaborating an existing interview plan.",corrected_prompt_v3,True
evt_064,2024.12.09startup_a,include,4187,4172,4225,0.776808905380334,late,False,1.9919185379284217,0.2955208215012453,0.487847071721269,0.1031945712812215,97.96539066596748,0.1745854661801264,5390.0,4007,4367,24,functional_reorientation,FR_procedural,smm_task,conf_medium,"Team reviews multiple backlog items (36, 38, 39, 48, 52, 53, 56, 28) sequentially, deferring heavy-vehicle strategy pending external meeting, and resolving MVP sales approach around partner constraints.","The excerpt shows rapid topic-switching across numbered backlog items with no single frame-disrupting event. Speaker 2 raises a partner sales constraint (boicote/direct-selling rule), but the team treats it as already known and manageable. Decisions to defer (wait for external meeting) and close items (52 resolved) reflect routine triage and scheduling, not divergence or invalidation of a shared plan.",corrected_prompt_v3,True
evt_065,2024.12.09startup_a,include,4447,4439,4460,0.8250463821892393,late,False,1.8571838249410615,0.317445839719307,0.4149407479797993,0.2199509314588146,97.74888057412744,0.26287199419676,5390.0,4267,4627,34,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,"Team converges on 'fake billing' as the solution to legal/partner constraints, with Speaker 4 immediately acting on it and the group then pivoting to discuss a new topic axis with remaining time.","The peak captures a generative tension moment: the team collectively evaluates 'cobrança fake' (fake billing) as a workaround to legal and partner constraints previously blocking their payment model. Speaker 1 frames it as avoiding 'unprecedented confusion,' Speakers 2 and 4 endorse it, and Speaker 4 acts immediately. This is not routine elaboration — the team is actively resolving a constraint by adopting a newly crystallized approach that reframes their testing strategy.",corrected_prompt_v3,True
evt_066,2024.12.09startup_a,include,4521,4502,4533,0.8387755102040816,late,False,1.9978467171869152,0.2546574990600648,0.2061153899181758,0.3031996082019537,98.29228428112496,0.2996728468689693,5390.0,4341,4701,36,functional_reorientation,FR_attention,smm_strategy,conf_medium,"Team converges on 'fake billing' workaround to avoid legal/partner risks, then Speaker 1 pivots to propose discussing a new topic ('57') with remaining meeting time.","The excerpt shows the team collectively settling on the fake-billing approach as a shared solution—multiple speakers affirm it ('mundo ideal', 'talvez seja a solução')—then Speaker 1 transitions to a new agenda item ('57') citing available time. No divergence, invalidation, or forced revision is evident; the fake-billing idea was already in play and gains consensus rather than disrupting the frame. The topic switch is a routine meeting phase transition.",corrected_prompt_v3,True
evt_067,2024.12.16startup_b,include,977,974,978,0.184897804693414,early,False,1.8631390856781755,0.3354173444089423,0.4207713110852483,0.2500633777326363,97.56966716556197,0.2573322799009693,,797,1157,44,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,"Team reviews scorecard metrics, discusses stalled Renova partnership due to bureaucracy, and debates splitting commercial efforts between digital ads and direct rural client outreach as parallel fronts.","The excerpt shows sequential agenda progression: scorecard review, status updates on rocks (Tainá, battery volume study), Renova deal blockage, and off-grid client strategy. The Renova bureaucracy is acknowledged but treated as a known obstacle, not a new discovery. The suggestion to pursue rural clients beyond social media enriches the existing plan without disrupting the shared frame. No divergence, invalidation, or forced revision is evident.",corrected_prompt_v3,True
evt_068,2024.12.16startup_b,include,1821,1816,1824,0.3446252838758516,middle,False,1.8587074247758668,0.4175017712013458,0.6996229419668419,0.1353806004358496,96.95928277923048,0.5456813253703148,,1641,2001,46,functional_reorientation,FR_elaboration,smm_constraints,conf_medium,"After a connectivity disruption forces recap, team transitions from camping battery prospects to reviewing a Sinditec meeting, where Speaker 4 reveals the company operates under exclusive contracts and only serves corporate clients, not open collection.","The high entropy reflects two overlapping events: a technical disruption (Speaker 1 losing audio, moving rooms, requiring recap) followed by a topic switch to Sinditec. Speaker 4's detailed account reveals the company's business model—exclusive contracts with GWM and Partner C, no open battery collection—which enriches the team's understanding without contradicting a prior plan. The discussion is collective information processing that broadens shared knowledge but does not invalidate an existing assumption or force a strategic revision.",corrected_prompt_v3,True
evt_069,2024.12.16startup_b,include,3002,2990,3006,0.5681302043906131,middle,False,1.913151600427485,0.551866090831814,0.2677927012142853,0.8359394804493426,93.31929233361416,1.2186724694213031,,2822,3182,66,cognitive_perturbation,CP_invalidation,smm_constraints,conf_high,"Team discovers Speaker 3 already has personal expertise to run digital ads independently, eliminating the assumed dependency on a third-party agency that had blocked progress for two weeks.","The peak moment occurs when Speaker 3 reveals personal experience running digital ad campaigns for five years (t=2996s), directly answering Speaker 1's question about whether the team can act without the external agency. This invalidates the two-week-old assumption that the agency was necessary, prompting immediate consensus to bypass them entirely. The shared constraint dissolves in real time.",corrected_prompt_v3,True
evt_070,2024.12.16startup_b,include,3172,3169,3176,0.6003028009084027,middle,True,1.89598118962966,0.1667891385251278,0.2786437828943622,0.0549344941558933,92.27018593160837,0.1917918344022403,,2992,3352,65,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,"Team decides to bypass a partner company and run a small paid test independently, then transitions to discussing battery supply chain sources and which market segment to target next.","The excerpt shows two sequential topic shifts: first, consensus around a workaround strategy (pay via card, ask forgiveness later), then a pivot to evaluating untapped supply chain actors (manufacturers, specialized firms). Speaker 1 introduces a reframing of who the actual customer is — not the manufacturer but the contracted firm — which enriches the team's market map without invalidating a prior plan. This is collective elaboration and topic transition, not frame disruption.",corrected_prompt_v3,True
evt_071,2024.12.16startup_b,include,4512,4495,4524,0.8538985616956851,late,False,1.9839020752860697,0.2714084873730646,0.1395452022012292,0.4032717725449001,97.24273369992144,0.4563567756492421,,4332,4692,44,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,"Team debates MVP testing strategy, target customer size, and business model boundaries; Speaker 1 (mentor) reframes battery value proposition as reliability-driven and questions cost-benefit of pursuing that segment.","The excerpt shows multiple simultaneous threads: Speaker 4 surfaces a new farm contact, Speaker 2 raises small vs. large business targeting tension, Speaker 3 articulates MVP-first logic for enterprise access, and Speaker 1 introduces a reliability-framing of battery value while questioning whether investigating that segment is worth the cost. These overlapping, partially competing framings elevate entropy but none decisively invalidates an existing plan — the team is collectively processing strategic options without a clear frame rupture. The discussion enriches rather than disrupts.",corrected_prompt_v3,True
evt_072,2024.12.23startup_a,include,1491,1480,1498,0.2791612057667103,early,True,1.7218367324208503,0.094658023605049,0.156739090595105,0.032576956614993,95.84535037804972,0.0859682312350179,5341.0,1311,1671,33,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,"The team works out the MVP vehicle and charger logistics, discovering that one battery unit supports two simultaneous charging outputs.","The discussion elaborates the MVP execution plan, detailing which vehicles and charger configurations are feasible and setting targets for February–March. The revelation that one battery can support two charging outputs is a practical clarification that helps plan better rather than a frame-disrupting insight. FR_elaboration fits because the team is detailing an existing operational plan without challenging shared assumptions.",calibration,False
evt_073,2024.12.23startup_a,include,1723,1711,1750,0.3225987642763527,early,True,1.9098288311060592,0.4514361936798196,0.5341682045971108,0.3687041827625283,95.77948756256067,0.3303933103600048,5341.0,1543,1903,40,functional_reorientation,FR_procedural,smm_task,conf_medium,"Team reviews completed backlog items, debates market size scope (Brazil vs. city-level, fossil fuels vs. EVs), then transitions to prioritizing and splitting MVP tasks and assigning ownership.","Speaker 4 raises a genuine definitional ambiguity about market size scope (national vs. city-level, fossil fuels vs. EVs), which momentarily creates uncertainty, but the team quickly resolves it without revising their approach. The remainder is status review, task closure, priority ranking, and splitting one task into two — all routine elaboration and procedural coordination without frame disruption.",corrected_prompt_v3,True
evt_074,2024.12.23startup_a,include,1819,1815,1825,0.3405729264182737,middle,False,1.713352654394594,0.3158010101269959,0.2757514812209762,0.3558505390330156,96.48869092381558,0.2542546811800933,5341.0,1639,1999,35,functional_reorientation,FR_procedural,smm_task,conf_high,"Team closes market segmentation discussion, transitions to reviewing task axes, debates priority of items 61 and 62, and assigns ownership of MVP-related tasks for chargers and vehicle testing.","The excerpt shows a meeting phase transition: closing a market definition topic ('consideramos fechado'), shifting to reviewing task axes ('eixos'), debating priority of backlog items 61/62, and assigning them. Speaker 1's request to transfer item 162 to their name and the subsequent splitting into two tasks is routine procedural coordination, not a frame-disrupting discovery or divergence. No assumption is invalidated and no new idea forces reconsideration of the existing approach.",corrected_prompt_v3,True
evt_075,2024.12.23startup_a,include,3730,3730,3732,0.6983710915558884,late,False,1.6242428284973704,0.4226325968266607,0.7326220921977911,0.1126431014555303,98.12693707047568,0.1317881013111158,5341.0,3550,3910,27,functional_reorientation,FR_elaboration,smm_constraints,conf_medium,"Team debriefs on first field test of mobile EV charging, surfacing unexpected operational detail: some vehicles require physical key presence to charge, while others allow remote unlocking via app.","Speaker 3 introduces a concrete operational constraint discovered during the pilot — BYD vehicles require the team to have the physical key to charge, unlike GWM H6 which allows remote app unlocking. Speaker 4 confirms and elaborates with specific customer cases. This enriches the team's operational picture without invalidating a prior plan or creating divergence; it is collective processing of field-test findings that adds detail to their emerging service model.",corrected_prompt_v3,True
evt_076,2024.12.23startup_a,include,3979,3963,3986,0.744991574611496,late,False,1.6434075283020646,0.2856316933139629,0.5321039684681294,0.0391594181597964,98.04147465437788,0.233890290598732,5341.0,3799,4159,33,functional_reorientation,FR_elaboration,smm_constraints,conf_medium,"Team collectively formulates a written lesson-learned entry about AC charger compatibility issues discovered during a field operation, negotiating precise wording for the action item and technical constraint.","The excerpt shows the team converting a field observation (AC charger delivered 3kW instead of 6kW due to configuration mismatch) into a documented learning and action item. Speakers negotiate phrasing ('regulagem,' 'inflexibilidade na potência') and settle on a corrective action. This is collective processing that enriches the shared frame without disrupting it — no divergence, invalidation, or forced revision is evident. The high entropy reflects multi-speaker overlapping contributions during collaborative text formulation.",corrected_prompt_v3,True
